Original: cols , predicted 1st: add
Original: test|local|user , predicted 1st: test|set
Original: test|edit|log|file|output|stream|close|abort , predicted 1st: test|open|log|stream|log
Original: test|rename|file|as|existing|file , predicted 1st: test|rename|existing|file
Original: test|jobs|query|finish|time|begin|end|invalid , predicted 1st: test|simple
Original: test|append|twice , predicted 1st: test
Original: test|enum|set|writable|write|read , predicted 1st: test|get|boolean
Original: pipeline|fi , predicted 1st: test|read|test
Original: test|escape|job|summary , predicted 1st: test|get|summary|summary
Original: test|update|quota|for|append , predicted 1st: test|get|content
Original: test|small|input , predicted 1st: test|update|new
Original: handle|event , predicted 1st: set|events
Original: validate|old|file|counters , predicted 1st: test|get|file
Original: test|injection , predicted 1st: test
Original: test|gibberish , predicted 1st: test|config|config
Original: setup , predicted 1st: set|up
Original: test|overwrite|open|for|write , predicted 1st: test
Original: run , predicted 1st: get|file|system
Original: before , predicted 1st: before
Original: test|events|flush|on|stop , predicted 1st: test|get|tasks
Original: test|jar , predicted 1st: test|get|jar
Original: test|dist|ch , predicted 1st: test
Original: test|http|server|builder|with|external|connector , predicted 1st: test
Original: test|no|limits , predicted 1st: test
Original: test|avro|reflect , predicted 1st: test
Original: test|rebooted|during|setup , predicted 1st: test
Original: setup|job , predicted 1st: stop
Original: make|non|empty|file , predicted 1st: write
Original: delete|keytab , predicted 1st: tear|down
Original: test|tasks|xml , predicted 1st: test|verify|tasks
Original: run , predicted 1st: run
Original: test|transient|provider|only|config , predicted 1st: test|contains
Original: launch|test , predicted 1st: test|completion|by
Original: test|user|and|queue|max|running|apps , predicted 1st: test|verify|event|when|queue|when
Original: write|config|file , predicted 1st: write
Original: verify|captured|arguments , predicted 1st: assert|blocks|blocks
Original: check|file|creation , predicted 1st: test
Original: prepare|dir|to|fail , predicted 1st: create|entry
Original: test|rename|file|being|appended , predicted 1st: test|rename|file
Original: get|file|context , predicted 1st: call
Original: test|save|load|image|with|appending , predicted 1st: test
Original: test|default|rule|initializes|properly|when|policy|not|configured , predicted 1st: test|get
Original: test|working|directory , predicted 1st: test|directory
Original: set|up , predicted 1st: set|up
Original: check|file , predicted 1st: do|test
Original: test|append|after|soft|limit , predicted 1st: test
Original: cleanup , predicted 1st: tear|down
Original: write|using|both|name|nodes , predicted 1st: test
Original: test|delay|scheduling|for|continuous|scheduling , predicted 1st: test
Original: test|calculate|shares , predicted 1st: test
Original: do|test|fs|output|summer , predicted 1st: create
Original: test|jetty|no|annotation , predicted 1st: test|service
Original: test|rename|replace|existing|empty|directory , predicted 1st: test|rename
Original: set|up|cluster , predicted 1st: do|test
Original: test|rename|file|context , predicted 1st: test|rename|bean
Original: test|hard|lease|recovery|after|name|node|restart , predicted 1st: test|recovery|helper
Original: create|record|reader , predicted 1st: read
Original: close , predicted 1st: close
Original: get|current|key , predicted 1st: call
Original: get|current|value , predicted 1st: call
Original: get|progress , predicted 1st: call
Original: initialize , predicted 1st: execute
Original: next|key|value , predicted 1st: wait
Original: test|deprecated|constructors , predicted 1st: test
Original: test|shutdown , predicted 1st: tear|down|class
Original: create|mock|fs , predicted 1st: mock|file
Original: test|fair|share|resets|to|zero|when|apps|complete , predicted 1st: test|event
Original: test|single|dir|target|present , predicted 1st: test
Original: test|fsck|missing|replicas , predicted 1st: test
Original: test|wrapped|read|for|compressed|data , predicted 1st: test|read|stream
Original: set|up , predicted 1st: init
Original: test|fifo|policy , predicted 1st: test|get|policy
Original: test|multi|threaded|edit|log , predicted 1st: test|edit|edit|edit
Original: set|up , predicted 1st: set|up
Original: validate|sequential|bytes , predicted 1st: is
Original: main , predicted 1st: main
Original: test|move|to|nonexistent|queue , predicted 1st: test|move|application
Original: test|without|path|filter|with|glob , predicted 1st: test|input|files
Original: test|add|volumes , predicted 1st: test
Original: test|safe|block|tracking , predicted 1st: test|integer
Original: pipeline|fi , predicted 1st: test|get|method|name
Original: test|relative|path , predicted 1st: test
Original: main , predicted 1st: main
Original: test|on|file|context , predicted 1st: test
Original: test|file|limit|simulated , predicted 1st: test|update|new
Original: test|steady|fair|share|with|queue|created|runtime , predicted 1st: test|create
Original: check , predicted 1st: test|remove
Original: test|log|dirs|failures , predicted 1st: test|fluent|dirs
Original: test|unfinished|block|crc|error|normal|transfer|very|small|write , predicted 1st: test|large|small|crc
Original: data , predicted 1st: list
Original: set|configuration , predicted 1st: init
Original: test|both|are|needy , predicted 1st: test|min
Original: test|delete|on|exit|removed , predicted 1st: test|get|file|status
Original: test|fair|share|with|min|alloc , predicted 1st: test
Original: test|file|creation|set|local|interface , predicted 1st: test|creation|file|creation
Original: test|move|runnable|app , predicted 1st: test|get|queue
Original: test|scheduler|root|queue|metrics , predicted 1st: test|update|event
Original: set|up , predicted 1st: set|up
Original: test|queue|demand|calculation , predicted 1st: test|get
Original: test|enum|attrs , predicted 1st: test
Original: test|framework , predicted 1st: test|is|local
Original: test|list|files , predicted 1st: test
Original: test|persist|helper , predicted 1st: test
Original: init|x|attrs , predicted 1st: test|raw|name
Original: run|receiver|op|write|block|test , predicted 1st: test
Original: test|service|principal|ac|ls , predicted 1st: test
Original: call , predicted 1st: test|get
Original: run , predicted 1st: test|create|key
Original: run , predicted 1st: test|create|key
Original: test|leases|renewed|on|transition , predicted 1st: test
Original: teardown|mount , predicted 1st: wait|for
Original: test|fully|delete|symlinks , predicted 1st: test|delete
Original: start|mini|hdfs , predicted 1st: get|dfs
Original: test|glob|status|with|no|matches|in|path , predicted 1st: test|no|no|status
Original: shutdown , predicted 1st: tear|down|class
Original: test|list|status|throws|exception|for|non|existent|file , predicted 1st: test|throws|exception|exception
Original: dummy , predicted 1st: test|get
Original: test|bad|umasks , predicted 1st: test
Original: input|stream|to|string , predicted 1st: write
Original: test|name|node|ports , predicted 1st: test|run|node
Original: test|preserve|raw|x|attrs , predicted 1st: test|raw|raw|raw|raw
Original: data , predicted 1st: get|all|list|list
Original: test|cache|and|uncache|block , predicted 1st: test
Original: test|delegation|tokens|after|failover , predicted 1st: test
Original: test|mapred , predicted 1st: test
Original: test|delete|empty|directory , predicted 1st: delete|directory
Original: test|x|attr|multi|add|remove|errors , predicted 1st: test|remove
Original: make|tag , predicted 1st: info
Original: lower|key|update|interval|and|clear|keys , predicted 1st: clear|all
Original: pipeline|fi , predicted 1st: test|write|write|block
Original: test|init|filter|fs|sets|embed|conf , predicted 1st: test
Original: test|client|server , predicted 1st: test
Original: run , predicted 1st: test|init
Original: run , predicted 1st: test|init
Original: test|num|retries , predicted 1st: test
Original: test|queue|name|percent|decoding , predicted 1st: test|get|index|by|name|when
Original: test|check|dir|normal|local , predicted 1st: test|check|dirs
Original: read|all|with|read|fully , predicted 1st: test
Original: create|files , predicted 1st: create|entry
Original: test|ha|unique|edit|dirs , predicted 1st: test|get|namespace|dirs|wiki
Original: create|running|stubbed|job , predicted 1st: create|job
Original: write|file , predicted 1st: create
Original: case|glob|target|missing|single|level , predicted 1st: test|delete|file
Original: test|copy|bytes|with|count|should|not|close|streams|when|close|is|false , predicted 1st: test|verify|stream|stream
Original: test|reduce|out|of|disk|space , predicted 1st: test
Original: test|admin|usage , predicted 1st: test
Original: restart , predicted 1st: init|cluster
Original: test|max|blocks|per|file|limit , predicted 1st: test
Original: recover|file , predicted 1st: create|entry
Original: test|fs|namespace|clear|leases , predicted 1st: test|load
Original: test|put|blocks|when|all|full , predicted 1st: test
Original: run|test|g|set , predicted 1st: test
Original: test|job|priority|change , predicted 1st: test|get|priority
Original: test|client|mmap|disable , predicted 1st: test
Original: test|event|history , predicted 1st: test
Original: test|format , predicted 1st: test|get
Original: test|async|close|during|write , predicted 1st: test|close|close
Original: stop|transaction|workers , predicted 1st: stop
Original: test|file|creation|error , predicted 1st: test
Original: test|acls|not|enabled , predicted 1st: test|restart
Original: encrypted|shuffle|without|client|certs , predicted 1st: test|interwiki|two
Original: test|format|compressed|in , predicted 1st: test|get
Original: test|get|closest , predicted 1st: test
Original: test|illegal|arg , predicted 1st: test
Original: get|config , predicted 1st: config
Original: test|acl|owner , predicted 1st: test
Original: write|file , predicted 1st: write
Original: test|mid|key|empty , predicted 1st: test|get|local|file
Original: test|proxy|with|token , predicted 1st: test
Original: run , predicted 1st: stop
Original: test|hamlet , predicted 1st: test
Original: create|tar|file , predicted 1st: create|entry
Original: test|not|authenticated , predicted 1st: test
Original: test|get|relative|path|root , predicted 1st: test|get|relative|path
Original: check|bad|translation , predicted 1st: test|fail
Original: create|committer|event|handler , predicted 1st: get|handler
Original: get|last|heartbeat|time , predicted 1st: get|time
Original: run|on|next|heartbeat , predicted 1st: run
Original: set|up , predicted 1st: set|up
Original: get|next|id , predicted 1st: get|id|id
Original: test|fs|with|token|exists , predicted 1st: test|fetch|token
Original: test|failover|with|empty|in|progress|edit|log , predicted 1st: test|after
Original: setup , predicted 1st: set|up
Original: setup|edits , predicted 1st: create
Original: update|stat|file , predicted 1st: write
Original: test|task|attempt|id , predicted 1st: test
Original: tear|down|job|tracker , predicted 1st: tear|down
Original: test|load|job|load|sort|comparator , predicted 1st: test|compare
Original: create|schedulable , predicted 1st: create
Original: test|mkdir|recursive|with|non|existing|dir|open , predicted 1st: test|open|open|permissions
Original: test|with|path|filter|with|glob , predicted 1st: test|input|files
Original: test|job|attempts|slash , predicted 1st: test|get|job|job
Original: pipeline|fi , predicted 1st: test|get|method|name
Original: validate|file|counters , predicted 1st: assert|counter
Original: test|help|message , predicted 1st: test
Original: test|task|temp|dir , predicted 1st: test
Original: get|delegation|token , predicted 1st: get|token|token
Original: run , predicted 1st: get|token
Original: create , predicted 1st: set|up|class
Original: test|move|successful , predicted 1st: test|get|with
Original: set|up , predicted 1st: set|up
Original: test|block|meta|data|info , predicted 1st: test|meta|data
Original: verify|right|shift , predicted 1st: test|format
Original: set|up|before|class , predicted 1st: set|up|class
Original: test|container|launch , predicted 1st: test|get|file|status
Original: check|invalid|path , predicted 1st: test|invalid|path
Original: test|one|map|multi|parallel|reduce , predicted 1st: test|multi|multi|multi|valued
Original: test|format , predicted 1st: get
Original: h|flush|fi|b , predicted 1st: test|size
Original: test|for|bad|f|ile , predicted 1st: test
Original: test|state|store|successful|localization , predicted 1st: test|remove
Original: create|file , predicted 1st: create|file
Original: test|reconnected|node , predicted 1st: test|event
Original: test|glob|with|symlinks|on|fc , predicted 1st: test
Original: pipeline|fi , predicted 1st: test|close
Original: assert|d|option|parsing , predicted 1st: assert|equals
Original: test|tc , predicted 1st: test
Original: case|single|file|target|dir , predicted 1st: test
Original: test|preserve|user|non|empty|dir|with|update , predicted 1st: test|file|entry
Original: test|create|hard|link , predicted 1st: test|to|append
Original: setup , predicted 1st: set|up
Original: test|create , predicted 1st: test
Original: test|mkdirs|no|dir|bad|umask , predicted 1st: test
Original: test|generic , predicted 1st: test|simple|text
Original: test|read|file|content , predicted 1st: test|read|read
Original: set|up , predicted 1st: init
Original: test|choice|of|preempted|containers , predicted 1st: test|create|request
Original: pipeline|fi , predicted 1st: test|get|test|method|name
Original: pipeline|fi , predicted 1st: test|get|method|name
Original: run|call|write|packet|to|disk , predicted 1st: test
Original: create|cluster|with|queues|and|one|node , predicted 1st: print
Original: shutdown|cluster , predicted 1st: tear|down
Original: create|app|acls , predicted 1st: get|app|app|app|app
Original: test|compressed , predicted 1st: test|merge
Original: create|temp|file , predicted 1st: create|temp|file
Original: create|files , predicted 1st: write
Original: test|dfs|check|sum|type , predicted 1st: test
Original: test|chown , predicted 1st: test
Original: test|failover|from|active|to|active , predicted 1st: test
Original: get|expected|type , predicted 1st: get|authentication|type
Original: set|up , predicted 1st: set|up
Original: test|foo|writable , predicted 1st: test|set|up
Original: test|val|last|byte , predicted 1st: test
Original: test|stat|paths , predicted 1st: test|paths
Original: checkpoint|create , predicted 1st: test|rename
Original: test|create|hard|link|mult|oversize|and|empty , predicted 1st: test|to|rename
Original: test|baz|writable , predicted 1st: test|set|up
Original: test|async|close|during|read , predicted 1st: test|close|close
Original: count|paths , predicted 1st: get|path
Original: test|start|stop|https|kerberos , predicted 1st: test|start|start|start
Original: test|update|glob|target|missing|single|level , predicted 1st: test|delete
Original: test|refresh|super|user|groups , predicted 1st: test|group|group|group
Original: test|bind|address , predicted 1st: test|bind
Original: test|skip|quota|check , predicted 1st: test
Original: test|hash , predicted 1st: test|hash|hash
Original: test|simple|container|allocation , predicted 1st: test|get|queue|event
Original: test|read|write , predicted 1st: test|get|read
Original: test|har|uri , predicted 1st: test|invalid|path
Original: test|list|status|error|on|non|existant|dir , predicted 1st: test|input
Original: test|stress|submit , predicted 1st: test|basic
Original: check|can|read , predicted 1st: wait|for|blocks
Original: test|fs|shutdown|hook , predicted 1st: test|is|not|auto|closed
Original: test|hard|lease|recovery , predicted 1st: test|recovery
Original: create|with|contents , predicted 1st: write
Original: test|sub|views , predicted 1st: test|view
Original: test|un|tar , predicted 1st: test
Original: launch , predicted 1st: test
Original: create|input|file , predicted 1st: create
Original: get|rm|heartbeat|handler , predicted 1st: get|heartbeat|handler
Original: test|multiple|reducers , predicted 1st: test
Original: clean|test , predicted 1st: tear|down
Original: test|task|attempt|id|xml , predicted 1st: test
Original: test|remove|context , predicted 1st: test|remove|local|path
Original: test|thread|name , predicted 1st: test
Original: configure|super|user|ip|addresses , predicted 1st: get|host
Original: init , predicted 1st: set|up|class
Original: test|format|with|less|paths|than|splits , predicted 1st: test|get
Original: create|files , predicted 1st: write
Original: test|get|local|path|to|read , predicted 1st: test|get|file|size
Original: test|ds|shell|with|commands , predicted 1st: test
Original: test|zero|record|length , predicted 1st: test|get|input|input
Original: test|startup|option|parsing , predicted 1st: test|verify
Original: test|task|id|bad|type , predicted 1st: test|to|task|id
Original: tear|down , predicted 1st: tear|down
Original: test|only|memory , predicted 1st: test|config|config
Original: get|test|root|path , predicted 1st: create|path
Original: verify|hs|task|attempt , predicted 1st: validate
Original: set|up , predicted 1st: set|up
Original: cluster|shutdown|at|end , predicted 1st: tear|down|class
Original: test|other , predicted 1st: test|contains|all
Original: test|path|filter , predicted 1st: test|prepare|path
Original: test|to|acl|status , predicted 1st: test|read|entry
Original: get|reduce|attempt|killed|event , predicted 1st: get|task|type
Original: test|base|record , predicted 1st: test
Original: get|ha|conf , predicted 1st: get|conf
Original: test|mod|time|persists|after|restart , predicted 1st: test|get|file|status
Original: test|succeeds|ten|times|then|fail|over , predicted 1st: test
Original: assert|exists|in|storage|dirs , predicted 1st: assert
Original: test|set|up , predicted 1st: set|up|class
Original: test|short|zero|copy|reads , predicted 1st: test
Original: test|create|ez|with|no|provider , predicted 1st: test
Original: test|seek , predicted 1st: do|test
Original: p|test|curly|bracket , predicted 1st: test|prepare
Original: test|list|encryption|zones|as|non|super|user , predicted 1st: test
Original: run , predicted 1st: call
Original: test|gridmix|split , predicted 1st: test|get|records
Original: tear|down , predicted 1st: tear|down
Original: print|datanode|report , predicted 1st: 
Original: p|test|range , predicted 1st: test|prepare
Original: get|fs|uri , predicted 1st: get|uri|local|uri
Original: test|max|am|resource|per|queue|percent|after|queue|refresh , predicted 1st: test|get|active
Original: params , predicted 1st: get|data
Original: test|glob|status|with|multiple|wild|card|matches , predicted 1st: test|not|not|multiple|with|multiple
Original: test|glob|target|missing|single|level , predicted 1st: test
Original: test|get|with|invalid|source|path|should|not|display|null|in|console , predicted 1st: test
Original: test|job|history|file|name|backwards|compatible , predicted 1st: test|get
Original: test|negative|init|without|index , predicted 1st: test|delete
Original: test|name|node|feature , predicted 1st: test|get|layout|version
Original: test|inner|associativity , predicted 1st: test|expr|inner
Original: test|zero|map|reduces , predicted 1st: test|wait|for|state
Original: set|up , predicted 1st: set|up
Original: run , predicted 1st: get
Original: test|delegation|token|http|fs|access , predicted 1st: test|get
Original: call , predicted 1st: test
Original: test|i|pand|cid|rs , predicted 1st: test|includes|includes
Original: test|get|rm|service|id , predicted 1st: test|get|ids
Original: test|create|with|options , predicted 1st: test|add|option
Original: log|out , predicted 1st: log
Original: do|test|crash|recovery|empty|log , predicted 1st: test
Original: verify|audit|logs , predicted 1st: test
Original: test|app|on|multi|node , predicted 1st: test
Original: expand|gzipped|trace , predicted 1st: do
Original: test|hadoop|file|system , predicted 1st: test|get
Original: test|factory , predicted 1st: test|get
Original: setup , predicted 1st: set|up
Original: test|edit|log|autoroll , predicted 1st: test|wait|for|wait|for
Original: get , predicted 1st: is|start
Original: get|perms , predicted 1st: get|status
Original: test|fs|with|token , predicted 1st: test|fetch
Original: test|groups|caching , predicted 1st: test|add|groups|groups
Original: test|chmod , predicted 1st: test
Original: read|fields , predicted 1st: read
Original: create|ugi , predicted 1st: create|for|user
Original: test|jobs|query|user|none , predicted 1st: test
Original: get|conf , predicted 1st: get
Original: reset|dist|cache|config|properties , predicted 1st: set|job|config
Original: get|file|status , predicted 1st: get|file|status
Original: run|test , predicted 1st: test
Original: test|move|from|windows|local|path , predicted 1st: test|move|file
Original: test|dir|annotation , predicted 1st: test|get|test|dir|test
Original: get|acl|entries , predicted 1st: get|entries|entries
Original: create|sequence|file , predicted 1st: create|entry
Original: has|lease , predicted 1st: is
Original: test|fd|passing|path|security , predicted 1st: test|command|command|command
Original: test|failover|after|crash|during|log|roll , predicted 1st: do|cleanup
Original: test|preemption|is|not|delayed|to|next|round , predicted 1st: test
Original: wait|lease|recovery , predicted 1st: wait|for
Original: test|partial|record|uncompressed|in , predicted 1st: test|update|long
Original: test|create|local|temp|file , predicted 1st: test|get|file
Original: test|blocks|added|while|standby|is|down , predicted 1st: test
Original: assert|illegal|arguments , predicted 1st: main
Original: setup , predicted 1st: set|up|class
Original: check|dirs , predicted 1st: test|execute
Original: wait|for|limit , predicted 1st: 
Original: test|job|reboot|on|last|retry|on|unregistration|failure , predicted 1st: test|wait|for|state
Original: test|complex|failover|into|safemode , predicted 1st: test
Original: test|create|race , predicted 1st: test
Original: run , predicted 1st: run
Original: run , predicted 1st: run
Original: test|java|script|info|block , predicted 1st: test|contains|string
Original: call|and|verify , predicted 1st: test
Original: get|reporter , predicted 1st: create
Original: progress , predicted 1st: close
Original: setup , predicted 1st: set|up
Original: init|cluster , predicted 1st: set|up
Original: create|tree|of|inodes , predicted 1st: create|dir
Original: test|du|get|used|will|not|return|negative , predicted 1st: test|used|used|used
Original: test|type , predicted 1st: test|get|type
Original: run|job|as|user , predicted 1st: test
Original: run , predicted 1st: job|job
Original: write|flag , predicted 1st: create
Original: test|rename|with|false , predicted 1st: test|rename
Original: test|format , predicted 1st: test|get
Original: set|up , predicted 1st: set|up
Original: run|test , predicted 1st: run
Original: create|file , predicted 1st: create|file
Original: test|successful|job , predicted 1st: test|job
Original: test|zero|maps , predicted 1st: test|wait|for|state|when
Original: test|refresh|call|queue|protocol , predicted 1st: test|refresh|queue
Original: main , predicted 1st: main
Original: hard|lease|recovery|restart|helper , predicted 1st: test
Original: test|writable , predicted 1st: test|read|from
Original: test|transition|synchronization , predicted 1st: test
Original: do|an|action , predicted 1st: test|delete
Original: do|an|action , predicted 1st: run
Original: test|job|id|invalid|bogus , predicted 1st: test|get|string
Original: create|distributed|cache|emulator , predicted 1st: create
Original: check|init , predicted 1st: initialize
Original: count|product , predicted 1st: get
Original: setup , predicted 1st: create
Original: test|file|corruption , predicted 1st: test|delete
Original: test|tasks|default , predicted 1st: test|get|all|tasks
Original: test|queueing|with|append , predicted 1st: test
Original: test|report|checksum|failure , predicted 1st: test
Original: accept , predicted 1st: is|dir
Original: check|record|spanning|multiple|splits , predicted 1st: test
Original: get|credentials , predicted 1st: get|credentials
Original: get|status , predicted 1st: test
Original: test|delay|scheduling , predicted 1st: test|get|level
Original: test|diagnostics|for|killed|job , predicted 1st: test|wait|for
Original: get|jetty|url , predicted 1st: get|url
Original: expect|seek|ioe , predicted 1st: assert
Original: test|write|in|non|existent|directory , predicted 1st: test
Original: testcheck|output|specs|forbid|record|compression , predicted 1st: test|output|output
Original: tear|down , predicted 1st: tear|down
Original: get|base , predicted 1st: get|base|path
Original: get|uncompressed|segments , predicted 1st: get|segments
Original: test|hdfs|access , predicted 1st: test|get
Original: new|flip|flop|proxy|provider , predicted 1st: create
Original: test|multi|map|multi|reduce , predicted 1st: test|multi|multi|value
Original: mock|cs|context , predicted 1st: get|context
Original: run|job , predicted 1st: get|job|job
Original: test|real|user|ip|authorization|failure , predicted 1st: test|get|proxy
Original: run , predicted 1st: get|protocol
Original: write|byte , predicted 1st: test
Original: test|file|creation|using|hostname , predicted 1st: test|creation|file|creation
Original: test|acl|group|traverse|deny|only|default|entries , predicted 1st: test|read|with
Original: test|fail|abort|doesnt|hang , predicted 1st: do|verify
Original: test|invalid|default|fs , predicted 1st: test
Original: test|remote|addr|with|trusted|proxy|and|empty|client , predicted 1st: test|get|remote|addr
Original: test|zero|val , predicted 1st: test
Original: test|name|node , predicted 1st: test|get
Original: pipeline|fi , predicted 1st: test|close
Original: test|null|ip , predicted 1st: test|is|in|in|in|file
Original: test|windows|syntax , predicted 1st: test|link
Original: test|glob|target|missing|multi|level , predicted 1st: test|multi|case|missing|case|missing
Original: restart|standby , predicted 1st: test
Original: test|deserialize|null , predicted 1st: test|deserialize|null
Original: test|killed|during|fail|abort , predicted 1st: create
Original: setup|job , predicted 1st: post|job
Original: abort|job , predicted 1st: execute
Original: assert|listener|state , predicted 1st: assert|state
Original: get|proxied|fs|test|dir , predicted 1st: add|prefix
Original: test|perf|metrics|inited , predicted 1st: test|get|metrics
Original: get|true|replication , predicted 1st: get|data|count
Original: tear|down , predicted 1st: tear|down
Original: test|job|id|invalid|default , predicted 1st: test|get|object
Original: test|h|flush|interrupted , predicted 1st: test
Original: before , predicted 1st: set|up
Original: h|flush|fi|c , predicted 1st: test|size
Original: check|and|erase|data , predicted 1st: assert|equals
Original: get|address|list|from|tool , predicted 1st: assert
Original: test|ha|metrics , predicted 1st: test
Original: test|low|spill , predicted 1st: test
Original: test|copy|bytes|should|close|input|steam|when|input|stream|close|throws|run|time|exception , predicted 1st: test|read|stream
Original: set|up , predicted 1st: set|up
Original: test|du|set|initial|value , predicted 1st: test|usage
Original: gen|rmr|non|empty|dir|with|read|perm , predicted 1st: test|delete|empty|directory
Original: b , predicted 1st: get|input|format
Original: test|log|aggregation|init|app|fails|without|killing|nm , predicted 1st: test
Original: square|slow , predicted 1st: m
Original: test|parse|resource|config|value , predicted 1st: test|resource|config
Original: run , predicted 1st: close
Original: test|task|id|default , predicted 1st: test|get|all|tasks
Original: service|hadoop|conf|custom|dir , predicted 1st: test
Original: test|when|favored|nodes|not|present , predicted 1st: test
Original: test|partial|authority|with|other|port , predicted 1st: test|get|fs
Original: test|valid|symlink|target , predicted 1st: test|get|target|link
Original: test|cleanup , predicted 1st: test|get|staging|dir
Original: test|edit|log|default|acl|new|children , predicted 1st: test|default|new|default
Original: test|empty|key , predicted 1st: test|get|partition
Original: assert|can|take , predicted 1st: test
Original: test|failover|finalizes|and|reads|in|progress|with|partial|tx|at|end , predicted 1st: test
Original: test|take|removes|call , predicted 1st: test
Original: test|journal , predicted 1st: test
Original: test|get|history|intermediate|done|dir|for|user , predicted 1st: test|get
Original: test|load|configuration|on|initialize , predicted 1st: test|get
Original: get|setup|attempt|fieled|event , predicted 1st: get|event
Original: get|test|dir , predicted 1st: get|test|dir
Original: create|schedulable , predicted 1st: create
Original: get|expected|output , predicted 1st: get|output|output
Original: do|failover , predicted 1st: force
Original: test|continuous|scheduling , predicted 1st: test|get
Original: test|delegation|token|operations , predicted 1st: test|get
Original: test|job|control , predicted 1st: test|create|dependencies
Original: remove|words|file , predicted 1st: delete|file
Original: test|start|stop|server , predicted 1st: test|get|state
Original: test|short|page , predicted 1st: test|get|page|page|with|web
Original: test|bigger|input , predicted 1st: test|update|new
Original: test|glob|target|missing|single|level , predicted 1st: test
Original: init|paths , predicted 1st: set|up|class
Original: generate|sources , predicted 1st: create
Original: get|cleanup|attempt|filed|event , predicted 1st: get|failed|event
Original: clean|up|mini|cluster|special|config , predicted 1st: tear|down
Original: test|concat|blocks , predicted 1st: test|get|blocks|blocks
Original: test|preemption|with|free|resources , predicted 1st: test
Original: test|expected|io|exception , predicted 1st: test
Original: can|start|data|node , predicted 1st: is
Original: case|single|file|missing|target , predicted 1st: test
Original: get|proxied|fs|conf , predicted 1st: get
Original: test|save|right|before|sync , predicted 1st: test
Original: run , predicted 1st: test|complete
Original: answer , predicted 1st: invoke
Original: test|crash|recovery|empty|log|both|dirs , predicted 1st: test|empty
Original: test|replay|submit , predicted 1st: test
Original: test|restart , predicted 1st: test|address|to|address
Original: test|put|metrics , predicted 1st: test|get
Original: test|drf|policy , predicted 1st: test|get|policy
Original: test|move|dir|from|local , predicted 1st: test|move
Original: test|compute|md|for|file , predicted 1st: test|get|md|digest
Original: test|custom|abort , predicted 1st: test|job|file|name|when|abort
Original: test|nested|iterable , predicted 1st: test
Original: set|up , predicted 1st: set|up
Original: test|unfinished|block|crc|error|normal|transfer|append , predicted 1st: test|crc
Original: test|tasks|slash , predicted 1st: test|get|user|values
Original: test|distinct|users , predicted 1st: test
Original: test|initialization|with|registered|stream|factory , predicted 1st: test|get|system|file|system|stream
Original: read|records|directly , predicted 1st: test
Original: generate|x|attrs , predicted 1st: to|x|x
Original: p|test|closure , predicted 1st: test|prepare
Original: test|sig|termed|functionality , predicted 1st: test|events
Original: test|read|write|application|attempt|history , predicted 1st: test
Original: test|dfs|client , predicted 1st: test
Original: create|replica|info , predicted 1st: create
Original: verify|failed|status , predicted 1st: assert|event
Original: test|acl|edit|log , predicted 1st: test
Original: test|glob|filter , predicted 1st: test|get
Original: test|har|uri|with|ha|uri|with|no|port , predicted 1st: test
Original: test|rename|file|system , predicted 1st: test|rename|field
Original: do|metasave , predicted 1st: write
Original: test|new|epoch|at|beginning|of|segment , predicted 1st: test|new|new
Original: test|rename|root , predicted 1st: test|rename|rename
Original: test|symlink|delete , predicted 1st: test|link|link
Original: test|copy|to|local|with|use|raw|local|file|system|option , predicted 1st: test|copy|to|local
Original: test|custom|abort , predicted 1st: test|job|file|name|when|custom
Original: setup , predicted 1st: set|up
Original: test|socket|factory , predicted 1st: test
Original: test|fencing|failure|during|failover , predicted 1st: test
Original: delete , predicted 1st: delete
Original: service , predicted 1st: test|get|groups
Original: cache|block , predicted 1st: create
Original: test|map|writable , predicted 1st: test|to|map|map
Original: test|path|with|spaces , predicted 1st: test
Original: tear|down|before|class , predicted 1st: tear|down|class
Original: disable|fsync , predicted 1st: set|up|class
Original: test|load , predicted 1st: load
Original: create|har|file|system , predicted 1st: test|path
Original: test|manual|failover|failback , predicted 1st: test
Original: test|log|system|properties , predicted 1st: test|get|system|system|system|properties
Original: test|symlink|rename|to , predicted 1st: test|rename|link
Original: set|up , predicted 1st: set|up|class
Original: test|client|server|out|stream|in|dbb , predicted 1st: test|client|client|write|stream
Original: test|desc|order|with|throw|exception|writer|append , predicted 1st: test|append
Original: construct|expr , predicted 1st: to|string
Original: test|container|kill , predicted 1st: test
Original: test|for|user , predicted 1st: test|sort|by|groups
Original: test|get|collection , predicted 1st: test|get|collection|string
Original: test|set|classpath|with|archives , predicted 1st: test
Original: get|test|root|path , predicted 1st: get|root|path
Original: test|get|running|job|from|job|client , predicted 1st: test|get|job|job
Original: test|cache|and|uncache|block|simple , predicted 1st: test|and|cache
Original: dump|tree|file , predicted 1st: file|tree|file
Original: case|single|dir|target|missing , predicted 1st: test
Original: get|file|encryption|info , predicted 1st: get|file|info
Original: apply , predicted 1st: apply
Original: test|variable|args , predicted 1st: test|refresh
Original: test|cancel|delete|on|exit , predicted 1st: test|get|status|file
Original: lazy|init|fs|directory , predicted 1st: set|fs
Original: wait|for|true|replication , predicted 1st: wait|for
Original: get , predicted 1st: wait|for
Original: test|edits|log|rename , predicted 1st: test|delete
Original: get|block , predicted 1st: get|block|block|block
